product_code,category,business_line_code,business_line,sector,structure_code,factory,brand,start_production_date,end_production_date
PRD_9910,CAT_25,BLC_01,BL_01,SECTOR_01,STR_06,FACTORY_01,BRAND_06,2012-09-01,2014-01-07
PRD_9908,CAT_25,BLC_01,BL_01,SECTOR_01,STR_36,FACTORY_01,BRAND_06,2012-10-01,2016-01-08
PRD_4781,CAT_23,BLC_01,BL_01,SECTOR_01,STR_46,FACTORY_01,BRAND_06,2012-11-01,2024-04-24
PRD_9440,CAT_08,BLC_02,BL_05,SECTOR_04,STR_32,FACTORY_01,BRAND_06,2013-03-01,2020-01-24
PRD_9782,CAT_23,BLC_01,BL_01,SECTOR_01,STR_49,FACTORY_01,BRAND_06,2013-04-01,2015-11-27
PRD_10968,CAT_25,BLC_01,BL_01,SECTOR_01,STR_04,FACTORY_01,BRAND_06,2013-04-01,2016-06-08
PRD_9912,CAT_25,BLC_01,BL_01,SECTOR_01,STR_06,FACTORY_01,BRAND_06,2013-04-17,2016-01-08
PRD_10084,CAT_23,BLC_01,BL_01,SECTOR_01,STR_45,FACTORY_01,BRAND_06,2013-06-01,2014-06-15
PRD_3565,CAT_25,BLC_01,BL_01,SECTOR_01,STR_04,FACTORY_01,BRAND_06,2013-07-15,2016-06-08
PRD_9783,CAT_23,BLC_01,BL_01,SECTOR_01,STR_49,FACTORY_01,BRAND_06,2013-11-01,2016-01-05
PRD_4751,CAT_09,BLC_02,BL_03,SECTOR_03,STR_04,FACTORY_01,BRAND_06,2013-12-01,2018-06-20
PRD_9723,CAT_09,BLC_02,BL_03,SECTOR_03,STR_04,FACTORY_01,BRAND_06,2013-12-01,2018-04-23
PRD_9810,CAT_27,BLC_01,BL_01,SECTOR_01,STR_34,FACTORY_01,BRAND_06,2013-12-01,2016-01-05
PRD_10536,CAT_23,BLC_01,BL_01,SECTOR_01,STR_51,FACTORY_01,BRAND_06,2014-02-01,2017-05-16
PRD_11099,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2014-03-01,2016-12-01
PRD_11327,CAT_10,BLC_03,BL_06,SECTOR_04,STR_48,FACTORY_01,BRAND_06,2014-03-01,2015-12-15
PRD_10359,CAT_23,BLC_01,BL_01,SECTOR_01,STR_51,FACTORY_01,BRAND_06,2014-05-15,2017-05-16
PRD_13416,CAT_10,BLC_03,BL_06,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2014-06-01,2018-04-10
PRD_10541,CAT_25,BLC_01,BL_01,SECTOR_01,STR_16,FACTORY_01,BRAND_06,2014-06-01,2016-10-25
PRD_10962,CAT_23,BLC_01,BL_01,SECTOR_01,STR_52,FACTORY_01,BRAND_06,2014-06-15,2017-08-30
PRD_9786,CAT_23,BLC_01,BL_01,SECTOR_01,STR_45,FACTORY_01,BRAND_06,2014-06-15,2015-06-02
PRD_9785,CAT_23,BLC_01,BL_01,SECTOR_01,STR_33,FACTORY_01,BRAND_06,2014-06-15,2017-06-14
PRD_9787,CAT_23,BLC_01,BL_01,SECTOR_01,STR_53,FACTORY_01,BRAND_06,2014-06-15,2015-06-02
PRD_9788,CAT_23,BLC_01,BL_01,SECTOR_01,STR_31,FACTORY_01,BRAND_06,2014-06-15,2015-06-02
PRD_9789,CAT_23,BLC_01,BL_01,SECTOR_01,STR_29,FACTORY_01,BRAND_06,2014-06-15,2015-03-11
PRD_9784,CAT_23,BLC_01,BL_01,SECTOR_01,STR_29,FACTORY_01,BRAND_06,2014-06-15,2015-07-15
PRD_13425,CAT_10,BLC_03,BL_06,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2014-07-01,2018-08-03
PRD_3314,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2014-08-01,2016-09-30
PRD_14338,CAT_27,BLC_01,BL_01,SECTOR_01,STR_42,FACTORY_01,BRAND_06,2014-12-01,2017-05-08
PRD_9791,CAT_23,BLC_01,BL_01,SECTOR_01,STR_54,FACTORY_01,BRAND_06,2015-01-01,2019-01-15
PRD_10085,CAT_23,BLC_01,BL_01,SECTOR_01,STR_46,FACTORY_01,BRAND_06,2015-01-15,2016-06-06
PRD_9793,CAT_23,BLC_01,BL_01,SECTOR_01,STR_45,FACTORY_01,BRAND_06,2015-01-15,2016-06-06
PRD_9792,CAT_23,BLC_01,BL_01,SECTOR_01,STR_53,FACTORY_01,BRAND_06,2015-01-15,2016-06-06
PRD_8491,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-03-24,2016-07-14
PRD_9446,CAT_08,BLC_02,BL_05,SECTOR_04,STR_12,FACTORY_01,BRAND_06,2015-02-01,2019-11-05
PRD_9449,CAT_08,BLC_02,BL_05,SECTOR_04,STR_12,FACTORY_01,BRAND_06,2015-02-01,2017-03-30
PRD_9450,CAT_08,BLC_02,BL_05,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2015-02-01,2017-07-20
PRD_8489,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-04-21,2018-06-01
PRD_8490,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-05-14,2018-06-01
PRD_9609,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2015-03-01,2017-03-10
PRD_10480,CAT_10,BLC_03,BL_06,SECTOR_04,STR_33,FACTORY_01,BRAND_06,2015-03-01,2018-03-22
PRD_5842,CAT_06,BLC_02,BL_03,SECTOR_03,STR_09,FACTORY_01,BRAND_06,2015-04-01,2017-04-03
PRD_3058,CAT_10,BLC_03,BL_06,SECTOR_04,STR_33,FACTORY_01,BRAND_06,2015-04-01,2018-03-22
PRD_6547,CAT_23,BLC_01,BL_01,SECTOR_01,STR_55,FACTORY_01,BRAND_06,2015-04-15,2019-01-15
PRD_10410,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-04-24,2016-04-21
PRD_13026,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-06-06,2019-09-25
PRD_8493,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-08-14,2018-09-26
PRD_12917,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-06-05,2017-08-07
PRD_11234,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-08-20,2018-09-13
PRD_8442,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-08-20,2018-09-13
PRD_3258,CAT_08,BLC_02,BL_05,SECTOR_04,STR_12,FACTORY_01,BRAND_06,2015-05-01,2019-11-05
PRD_11237,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-06-05,2016-04-21
PRD_11235,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-06-16,2017-05-04
PRD_11236,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2015-07-26,2017-11-28
PRD_6548,CAT_23,BLC_01,BL_01,SECTOR_01,STR_06,FACTORY_01,BRAND_06,2015-05-12,2016-12-22
PRD_9616,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2015-06-01,2017-03-10
PRD_3060,CAT_10,BLC_03,BL_06,SECTOR_04,STR_15,FACTORY_01,BRAND_06,2015-07-01,2018-11-30
PRD_7400,CAT_10,BLC_03,BL_06,SECTOR_04,STR_33,FACTORY_01,BRAND_06,2015-07-15,2018-03-14
PRD_1654,CAT_23,BLC_01,BL_01,SECTOR_01,STR_29,FACTORY_01,BRAND_06,2015-08-03,2021-09-03
PRD_6551,CAT_23,BLC_01,BL_01,SECTOR_01,STR_55,FACTORY_01,BRAND_06,2015-09-01,2019-01-15
PRD_14317,CAT_23,BLC_01,BL_01,SECTOR_01,STR_46,FACTORY_01,BRAND_06,2015-10-05,2017-05-12
PRD_14316,CAT_23,BLC_01,BL_01,SECTOR_01,STR_29,FACTORY_01,BRAND_06,2015-10-05,2017-11-20
PRD_9795,CAT_23,BLC_01,BL_01,SECTOR_01,STR_46,FACTORY_01,BRAND_06,2015-10-07,2017-05-12
PRD_9794,CAT_23,BLC_01,BL_01,SECTOR_01,STR_31,FACTORY_01,BRAND_06,2015-10-15,2017-08-30
PRD_14339,CAT_27,BLC_01,BL_01,SECTOR_01,STR_37,FACTORY_01,BRAND_06,2015-10-15,2020-02-12
PRD_2798,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2016-02-27,2019-09-25
PRD_11065,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2016-03-02,2019-09-25
PRD_7503,CAT_23,BLC_01,BL_01,SECTOR_01,STR_52,FACTORY_01,BRAND_06,2015-01-21,2019-01-15
PRD_13441,CAT_10,BLC_03,BL_06,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2016-01-15,2018-12-03
PRD_11347,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-01-20,2020-01-30
PRD_12920,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2016-05-02,2018-06-14
PRD_6552,CAT_23,BLC_01,BL_01,SECTOR_01,STR_55,FACTORY_01,BRAND_06,2016-02-28,2017-05-08
PRD_10411,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2016-05-16,2017-08-07
PRD_11238,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2016-07-08,2018-06-01
PRD_7265,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2016-07-23,2017-08-07
PRD_9798,CAT_23,BLC_01,BL_01,SECTOR_01,STR_54,FACTORY_01,BRAND_06,2016-03-14,2020-03-13
PRD_8504,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2016-06-07,2017-08-07
PRD_11372,CAT_23,BLC_01,BL_01,SECTOR_01,STR_56,FACTORY_01,BRAND_06,2016-03-30,2019-01-15
PRD_11102,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-04-01,2019-06-21
PRD_9618,CAT_05,BLC_02,BL_03,SECTOR_03,STR_09,FACTORY_01,BRAND_06,2016-04-01,2017-10-25
PRD_9619,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2016-04-01,2017-10-27
PRD_9620,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2016-04-01,2018-09-19
PRD_14319,CAT_23,BLC_01,BL_01,SECTOR_01,STR_54,FACTORY_01,BRAND_06,2016-04-01,2020-01-13
PRD_4546,CAT_08,BLC_02,BL_05,SECTOR_04,STR_33,FACTORY_01,BRAND_06,2016-04-10,2017-11-24
PRD_14340,CAT_27,BLC_01,BL_01,SECTOR_01,STR_49,FACTORY_01,BRAND_06,2016-04-20,2017-05-08
PRD_6555,CAT_23,BLC_01,BL_01,SECTOR_01,STR_53,FACTORY_01,BRAND_06,2016-04-30,2017-05-12
PRD_9469,CAT_08,BLC_02,BL_05,SECTOR_04,STR_32,FACTORY_01,BRAND_06,2016-05-10,2018-08-03
PRD_9472,CAT_08,BLC_02,BL_05,SECTOR_04,STR_15,FACTORY_01,BRAND_06,2016-05-14,2017-11-24
PRD_9471,CAT_08,BLC_02,BL_05,SECTOR_04,STR_15,FACTORY_01,BRAND_06,2016-05-14,2017-11-24
PRD_11100,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-05-15,2017-04-03
PRD_11103,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-05-15,2018-06-12
PRD_10340,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-05-15,2017-12-15
PRD_10339,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-05-15,2017-12-15
PRD_9621,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-05-15,2017-03-10
PRD_10503,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-05-15,2018-06-04
PRD_14047,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2016-05-15,2017-10-25
PRD_14046,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2016-05-15,2017-10-27
PRD_14048,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2016-05-15,2017-10-25
PRD_14341,CAT_27,BLC_01,BL_01,SECTOR_01,STR_46,FACTORY_01,BRAND_06,2016-05-30,2017-06-14
PRD_9694,CAT_11,BLC_02,BL_05,SECTOR_04,STR_06,FACTORY_01,BRAND_06,2016-06-01,2017-11-24
PRD_11328,CAT_10,BLC_03,BL_06,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2016-06-01,2019-03-19
PRD_11329,CAT_10,BLC_03,BL_06,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2016-06-01,2019-03-19
PRD_11330,CAT_10,BLC_03,BL_06,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2016-06-01,2019-03-19
PRD_13445,CAT_10,BLC_03,BL_06,SECTOR_04,STR_15,FACTORY_01,BRAND_06,2016-07-11,2018-09-06
PRD_9699,CAT_17,BLC_03,BL_04,SECTOR_03,STR_04,FACTORY_01,BRAND_06,2016-07-15,2018-04-23
PRD_11081,CAT_06,BLC_02,BL_03,SECTOR_03,STR_14,FACTORY_01,BRAND_06,2016-07-25,2017-06-29
PRD_2973,CAT_06,BLC_02,BL_03,SECTOR_03,STR_12,FACTORY_01,BRAND_06,2016-07-25,2017-06-29
PRD_13878,CAT_08,BLC_02,BL_05,SECTOR_04,STR_47,FACTORY_01,BRAND_06,2016-07-28,2020-01-24
PRD_6613,CAT_01,BLC_01,BL_01,SECTOR_01,STR_34,FACTORY_01,BRAND_06,2016-07-31,2021-07-02
PRD_6614,CAT_01,BLC_01,BL_01,SECTOR_01,STR_34,FACTORY_01,BRAND_06,2016-07-31,2021-06-18
PRD_8511,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2016-12-03,2017-09-01
PRD_6562,CAT_23,BLC_01,BL_01,SECTOR_01,STR_06,FACTORY_01,BRAND_06,2016-08-19,2020-01-13
PRD_6563,CAT_23,BLC_01,BL_01,SECTOR_01,STR_06,FACTORY_01,BRAND_06,2016-08-19,2020-05-07
PRD_6565,CAT_23,BLC_01,BL_01,SECTOR_01,STR_55,FACTORY_01,BRAND_06,2016-08-30,2019-02-28
PRD_6564,CAT_23,BLC_01,BL_01,SECTOR_01,STR_55,FACTORY_01,BRAND_06,2016-08-30,2019-01-15
PRD_9464,CAT_08,BLC_02,BL_05,SECTOR_04,STR_12,FACTORY_01,BRAND_06,2016-09-01,2019-11-05
PRD_7267,CAT_13,BLC_03,BL_07,SECTOR_02,STR_13,FACTORY_01,BRAND_06,2016-10-20,2020-09-11
PRD_10777,CAT_13,BLC_03,BL_07,SECTOR_02,STR_13,FACTORY_01,BRAND_06,2016-10-20,2020-09-11
PRD_10622,CAT_13,BLC_03,BL_07,SECTOR_02,STR_13,FACTORY_01,BRAND_06,2016-11-25,2019-03-28
PRD_9123,CAT_06,BLC_02,BL_03,SECTOR_03,STR_01,FACTORY_01,BRAND_06,2016-10-02,2017-06-29
PRD_2770,CAT_13,BLC_03,BL_07,SECTOR_02,STR_13,FACTORY_01,BRAND_06,2016-11-10,2018-09-13
PRD_13030,CAT_03,BLC_02,BL_02,SECTOR_02,STR_13,FACTORY_01,BRAND_06,2017-02-25,2020-09-24
PRD_14377,CAT_01,BLC_01,BL_01,SECTOR_01,STR_36,FACTORY_01,BRAND_06,2016-10-25,2021-01-25
PRD_12921,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-10-30,2018-12-21
PRD_12922,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-11-08,2018-12-21
PRD_14321,CAT_23,BLC_01,BL_01,SECTOR_01,STR_18,FACTORY_01,BRAND_06,2016-11-21,2020-01-13
PRD_12927,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-02-19,2018-06-01
PRD_11122,CAT_23,BLC_01,BL_01,SECTOR_01,STR_55,FACTORY_01,BRAND_06,2017-03-26,2020-05-07
PRD_5365,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-04-28,2019-03-28
PRD_11016,CAT_23,BLC_01,BL_01,SECTOR_01,STR_06,FACTORY_01,BRAND_06,2017-03-30,2020-01-13
PRD_8448,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-06-09,2019-03-28
PRD_2772,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-06-10,2019-03-28
PRD_6893,CAT_23,BLC_01,BL_01,SECTOR_01,STR_55,FACTORY_01,BRAND_06,2017-04-24,2020-01-13
PRD_11350,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2017-05-01,2020-01-30
PRD_11351,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2017-05-01,2020-01-30
PRD_11354,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2017-05-01,2019-02-06
PRD_11355,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2017-05-01,2019-02-06
PRD_13461,CAT_10,BLC_03,BL_06,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2017-05-01,2018-04-10
PRD_14343,CAT_27,BLC_01,BL_01,SECTOR_01,STR_09,FACTORY_01,BRAND_06,2017-05-15,2020-02-12
PRD_10218,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-03-30,2019-09-25
PRD_10088,CAT_23,BLC_01,BL_01,SECTOR_01,STR_06,FACTORY_01,BRAND_06,2017-05-30,2022-07-07
PRD_14344,CAT_27,BLC_01,BL_01,SECTOR_01,STR_49,FACTORY_01,BRAND_06,2017-05-30,2020-02-12
PRD_12932,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-08-05,2019-03-28
PRD_12930,CAT_13,BLC_03,BL_07,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-07-12,2018-12-21
PRD_3499,CAT_23,BLC_01,BL_01,SECTOR_01,STR_52,FACTORY_01,BRAND_06,2017-07-07,2020-03-13
PRD_11348,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2017-07-15,2018-06-04
PRD_11349,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2017-07-15,2018-06-04
PRD_13035,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-09-09,2019-11-20
PRD_13036,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-09-09,2018-10-19
PRD_11105,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2017-08-25,2020-01-30
PRD_13037,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-09-20,2019-11-07
PRD_13039,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-09-29,2019-09-25
PRD_14345,CAT_27,BLC_01,BL_01,SECTOR_01,STR_44,FACTORY_01,BRAND_06,2017-09-22,2020-02-12
PRD_1360,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-10-17,2019-09-25
PRD_8518,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-10-24,2019-09-25
PRD_8519,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-11-09,2019-09-25
PRD_1361,CAT_03,BLC_02,BL_02,SECTOR_02,STR_03,FACTORY_01,BRAND_06,2017-11-09,2019-11-07
PRD_8520,CAT_03,BLC_02,BL_02,SECTOR_03,STR_03,FACTORY_01,BRAND_06,2017-11-12,2018-06-08
PRD_14050,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2017-10-09,2018-08-22
PRD_4787,CAT_23,BLC_01,BL_01,SECTOR_01,STR_24,FACTORY_01,BRAND_06,2017-10-10,2023-12-14
PRD_9801,CAT_23,BLC_01,BL_01,SECTOR_01,STR_38,FACTORY_01,BRAND_06,2017-10-24,2020-03-13
PRD_9800,CAT_23,BLC_01,BL_01,SECTOR_01,STR_38,FACTORY_01,BRAND_06,2017-11-24,2019-05-22
PRD_9702,CAT_17,BLC_03,BL_04,SECTOR_03,STR_13,FACTORY_01,BRAND_06,2018-01-29,2019-09-18
PRD_6888,CAT_17,BLC_03,BL_04,SECTOR_03,STR_04,FACTORY_01,BRAND_06,2018-01-29,2020-01-30
PRD_3426,CAT_17,BLC_03,BL_04,SECTOR_03,STR_04,FACTORY_01,BRAND_06,2018-01-29,2020-01-30
PRD_13481,CAT_10,BLC_03,BL_06,SECTOR_04,STR_44,FACTORY_01,BRAND_06,2018-03-05,2020-09-09
PRD_14150,CAT_19,BLC_03,BL_06,SECTOR_04,STR_08,FACTORY_01,BRAND_06,2018-03-05,2020-09-24
PRD_4789,CAT_23,BLC_01,BL_01,SECTOR_01,STR_06,FACTORY_01,BRAND_06,2018-08-05,2023-01-12
PRD_14071,CAT_05,BLC_02,BL_03,SECTOR_03,STR_08,FACTORY_01,BRAND_06,2018-09-03,2020-01-30
PRD_14068,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2018-09-03,2020-01-30
PRD_14347,CAT_27,BLC_01,BL_01,SECTOR_01,STR_34,FACTORY_01,BRAND_06,2018-09-16,2020-04-07
PRD_13537,CAT_10,BLC_03,BL_06,SECTOR_04,STR_47,FACTORY_01,BRAND_06,2019-10-30,2020-09-09
PRD_13542,CAT_10,BLC_03,BL_06,SECTOR_04,STR_47,FACTORY_01,BRAND_06,2019-10-30,2020-09-09
PRD_13553,CAT_10,BLC_03,BL_06,SECTOR_04,STR_04,FACTORY_01,BRAND_06,2020-04-02,2020-09-10
PRD_10655,CAT_10,BLC_03,BL_06,SECTOR_04,STR_44,FACTORY_01,BRAND_06,,2020-09-10
PRD_4791,CAT_23,BLC_01,BL_01,SECTOR_01,STR_55,FACTORY_01,BRAND_06,2020-06-20,2023-11-21
PRD_5961,CAT_06,BLC_02,BL_03,SECTOR_03,STR_14,FACTORY_01,BRAND_06,2020-10-26,2021-12-03
PRD_1726,CAT_12,BLC_03,BL_07,SECTOR_02,STR_26,FACTORY_01,BRAND_06,2020-12-20,
PRD_1727,CAT_12,BLC_03,BL_07,SECTOR_02,STR_26,FACTORY_01,BRAND_06,2020-12-20,
PRD_13675,CAT_10,BLC_03,BL_06,SECTOR_04,STR_47,FACTORY_01,BRAND_06,2021-06-30,2022-01-31
PRD_13676,CAT_10,BLC_03,BL_06,SECTOR_04,STR_47,FACTORY_01,BRAND_06,2021-06-30,2022-01-31
PRD_13713,CAT_10,BLC_03,BL_06,SECTOR_04,STR_47,FACTORY_01,BRAND_06,2022-01-19,2023-11-15
PRD_14298,CAT_09,BLC_02,BL_03,SECTOR_03,STR_13,FACTORY_01,BRAND_06,2022-01-24,2023-02-14
PRD_14299,CAT_09,BLC_02,BL_03,SECTOR_03,STR_13,FACTORY_01,BRAND_06,2022-01-24,2023-02-14
PRD_14300,CAT_09,BLC_02,BL_03,SECTOR_03,STR_13,FACTORY_01,BRAND_06,2022-05-02,2023-02-14
PRD_14120,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2022-05-16,
PRD_7485,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2022-05-23,2024-06-21
PRD_7487,CAT_05,BLC_02,BL_03,SECTOR_03,STR_07,FACTORY_01,BRAND_06,2022-05-23,2024-06-21
PRD_7486,CAT_05,BLC_02,BL_03,SECTOR_03,STR_09,FACTORY_01,BRAND_06,2022-05-23,2024-06-21
PRD_10933,CAT_05,BLC_02,BL_03,SECTOR_03,STR_03,FACTORY_01,BRAND_06,2023-02-20,
PRD_13750,CAT_10,BLC_03,BL_06,SECTOR_04,STR_50,FACTORY_01,BRAND_06,2023-03-20,2024-06-10
PRD_13756,CAT_10,BLC_03,BL_06,SECTOR_04,STR_47,FACTORY_01,BRAND_06,2023-06-26,2023-10-26
PRD_13753,CAT_10,BLC_03,BL_06,SECTOR_04,STR_47,FACTORY_01,BRAND_06,2023-06-26,2023-11-02
PRD_9519,CAT_08,BLC_02,BL_05,SECTOR_04,STR_32,FACTORY_01,BRAND_06,2023-09-04,
PRD_6600,CAT_23,BLC_01,BL_01,SECTOR_01,STR_57,FACTORY_01,BRAND_06,2024-03-06,
PRD_1731,CAT_12,BLC_03,BL_07,SECTOR_02,STR_26,FACTORY_01,BRAND_06,,
PRD_1732,CAT_12,BLC_03,BL_07,SECTOR_02,STR_26,FACTORY_01,BRAND_06,,
PRD_1738,CAT_12,BLC_03,BL_07,SECTOR_02,STR_26,FACTORY_01,BRAND_06,,
PRD_1737,CAT_12,BLC_03,BL_07,SECTOR_02,STR_26,FACTORY_01,BRAND_06,,
PRD_1736,CAT_12,BLC_03,BL_07,SECTOR_02,STR_26,FACTORY_01,BRAND_06,,
PRD_4452,CAT_06,BLC_02,BL_03,SECTOR_03,STR_09,FACTORY_01,BRAND_06,2025-05-16,
PRD_4451,CAT_06,BLC_02,BL_03,SECTOR_03,STR_09,FACTORY_01,BRAND_06,2025-06-09,
PRD_4802,CAT_23,BLC_01,BL_01,SECTOR_01,STR_58,FACTORY_01,BRAND_06,2025-06-30,
PRD_4803,CAT_23,BLC_01,BL_01,SECTOR_01,STR_58,FACTORY_01,BRAND_06,2025-06-30,
PRD_4801,CAT_23,BLC_01,BL_01,SECTOR_01,STR_58,FACTORY_01,BRAND_06,2025-06-30,
PRD_4804,CAT_23,BLC_01,BL_01,SECTOR_01,STR_58,FACTORY_01,BRAND_06,2025-06-30,
PRD_10315,CAT_08,BLC_02,BL_05,SECTOR_04,STR_13,FACTORY_01,BRAND_07,2007-10-17,2011-05-16
PRD_9570,CAT_04,BLC_02,BL_03,SECTOR_03,STR_03,FACTORY_06,BRAND_08,2000-07-01,2008-03-07
PRD_9574,CAT_04,BLC_02,BL_03,SECTOR_03,STR_03,FACTORY_06,BRAND_08,2000-12-01,2008-03-07
PRD_13368,CAT_06,BLC_02,BL_03,SECTOR_03,STR_30,FACTORY_09,BRAND_08,2021-07-30,
PRD_12906,CAT_28,BLC_02,BL_02,SECTOR_02,STR_13,FACTORY_13,BRAND_08,2020-08-07,2021-06-11
PRD_9060,CAT_06,BLC_02,BL_03,SECTOR_03,STR_09,FACTORY_04,BRAND_08,2010-07-14,2018-10-24
PRD_13152,CAT_04,BLC_02,BL_03,SECTOR_03,STR_03,FACTORY_04,BRAND_08,2016-02-03,2018-01-26
